customer_name,artist_name,total_bill
Helena                                             Holý                                              ,Luciano Pavarotti,0.99
Camille                                            Bernard                                           ,Bruce Dickinson,0.99
Madalena                                           Sampaio                                           ,Marvin Gaye,0.99
Bjørn                                              Hansen                                            ,Body Count,0.99
João                                               Fernandes                                         ,Van Halen,0.99
Emma                                               Jones                                             ,Marvin Gaye,0.99
Aaron                                              Mitchell                                          ,Def Leppard,0.99
Eduardo                                            Martins                                           ,Black Sabbath,0.99
Isabelle                                           Mercier                                           ,Motörhead,0.99
Michelle                                           Brooks                                            ,Apocalyptica,0.99
Diego                                              Gutiérrez                                         ,Jamiroquai,0.99
Martha                                             Silk                                              ,Scorpions,0.99
Aaron                                              Mitchell                                          ,Audioslave,0.99
Patrick                                            Gray                                              ,Deep Purple,0.99
Fernanda                                           Ramos                                             ,Queen,0.99
João                                               Fernandes                                         ,Nirvana,0.99
Roberto                                            Almeida                                           ,Black Label Society,0.99
Stanisław                                          Wójcik                                            ,Gustav Mahler,0.99
John                                               Gordon                                            ,U2,0.99
Leonie                                             Köhler                                            ,Milton Nascimento,0.99
Fernanda                                           Ramos                                             ,The Rolling Stones,0.99
Ladislav                                           Kovács                                            ,Nirvana,0.99
Frank                                              Harris                                            ,Iron Maiden,0.99
Victor                                             Stevens                                           ,Soundgarden,0.99
Camille                                            Bernard                                           ,Spyro Gyra,0.99
Kathy                                              Chase                                             ,Alanis Morissette,0.99
Marc                                               Dubois                                            ,Jimi Hendrix,0.99
Enrique                                            Muñoz                                             ,Calexico,0.99
François                                           Tremblay                                          ,Chico Buarque,0.99
Edward                                             Francis                                           ,Accept,0.99
Julia                                              Barnett                                           ,Marvin Gaye,0.99
Mark                                               Philips                                           ,AC/DC,0.99
Manoj                                              Pareek                                            ,James Brown,0.99
Luís                                               Gonçalves                                         ,The Clash,0.99
Kathy                                              Chase                                             ,Amy Winehouse,0.99
Roberto                                            Almeida                                           ,Nirvana,0.99
Aaron                                              Mitchell                                          ,JET,0.99
Joakim                                             Johansson                                         ,Pink Floyd,0.99
Dan                                                Miller                                            ,Metallica,0.99
Tim                                                Goyer                                             ,Men At Work,0.99
Jack                                               Smith                                             ,R.E.M.,0.99
Roberto                                            Almeida                                           ,Red Hot Chili Peppers,0.99
Tim                                                Goyer                                             ,U2,0.99
Terhi                                              Hämäläinen                                        ,Temple of the Dog,0.99
Ladislav                                           Kovács                                            ,Aerosmith,0.99
R                                                  Madhav                                            ,Caetano Veloso,0.99
Kathy                                              Chase                                             ,Motörhead,0.99
R                                                  Madhav                                            ,Rush,0.99
Dan                                                Miller                                            ,James Brown,0.99
John                                               Gordon                                            ,Soundgarden,0.99
Hannah                                             Schneider                                         ,Mötley Crüe,0.99
Luis                                               Rojas                                             ,Kiss,0.99
Roberto                                            Almeida                                           ,Rush,0.99
Patrick                                            Gray                                              ,Apocalyptica,0.99
Helena                                             Holý                                              ,The Posies,0.99
Jennifer                                           Peterson                                          ,Eric Clapton,0.99
Jennifer                                           Peterson                                          ,Raul Seixas,0.99
Daan                                               Peeters                                           ,Metallica,0.99
R                                                  Madhav                                            ,Marvin Gaye,0.99
Ellie                                              Sullivan                                          ,Creedence Clearwater Revival,0.99
Marc                                               Dubois                                            ,Iron Maiden,0.99
Jack                                               Smith                                             ,Ozzy Osbourne,0.99
Puja                                               Srivastava                                        ,Iron Maiden,0.99
Dan                                                Miller                                            ,System Of A Down,0.99
Michelle                                           Brooks                                            ,James Brown,0.99
Isabelle                                           Mercier                                           ,Black Sabbath,0.99
Aaron                                              Mitchell                                          ,Rush,0.99
Diego                                              Gutiérrez                                         ,JET,0.99
Camille                                            Bernard                                           ,Cake,0.99
Camille                                            Bernard                                           ,Van Halen,0.99
Jennifer                                           Peterson                                          ,Foo Fighters,0.99
Tim                                                Goyer                                             ,Godsmack,0.99
Roberto                                            Almeida                                           ,Alice In Chains,0.99
Marc                                               Dubois                                            ,Led Zeppelin,0.99
Luís                                               Gonçalves                                         ,Foo Fighters,0.99
Terhi                                              Hämäläinen                                        ,Frank Sinatra,0.99
Manoj                                              Pareek                                            ,Black Label Society,0.99
Fernanda                                           Ramos                                             ,Creedence Clearwater Revival,0.99
Luís                                               Gonçalves                                         ,Yo-Yo Ma,0.99
Helena                                             Holý                                              ,Cake,0.99
Camille                                            Bernard                                           ,Guns N' Roses,0.99
Frank                                              Ralston                                           ,Pink Floyd,0.99
Julia                                              Barnett                                           ,Nirvana,0.99
Mark                                               Philips                                           ,Deep Purple,0.99
Niklas                                             Schröder                                          ,Alanis Morissette,0.99
Johannes                                           Van der Berg                                      ,Faith No More,0.99
João                                               Fernandes                                         ,Amy Winehouse,0.99
Hugh                                               O'Reilly                                          ,James Brown,0.99
Bjørn                                              Hansen                                            ,The Rolling Stones,0.99
R                                                  Madhav                                            ,The Doors,0.99
Jack                                               Smith                                             ,Iron Maiden,0.99
Jennifer                                           Peterson                                          ,Alanis Morissette,0.99
Niklas                                             Schröder                                          ,Audioslave,0.99
João                                               Fernandes                                         ,JET,0.99
Johannes                                           Van der Berg                                      ,Judas Priest,0.99
Mark                                               Taylor                                            ,Gilberto Gil,0.99
John                                               Gordon                                            ,Black Sabbath,0.99
Aaron                                              Mitchell                                          ,Red Hot Chili Peppers,0.99
Niklas                                             Schröder                                          ,R.E.M.,0.99
Frank                                              Ralston                                           ,Accept,0.99
Richard                                            Cunningham                                        ,Queen,0.99
Heather                                            Leacock                                           ,Aerosmith,0.99
Astrid                                             Gruber                                            ,Chico Buarque,0.99
Edward                                             Francis                                           ,Motörhead,0.99
Robert                                             Brown                                             ,R.E.M.,0.99
Puja                                               Srivastava                                        ,Men At Work,0.99
Wyatt                                              Girard                                            ,Antônio Carlos Jobim,0.99
Kathy                                              Chase                                             ,The Police,0.99
Ellie                                              Sullivan                                          ,Deep Purple,0.99
Jack                                               Smith                                             ,Stone Temple Pilots,0.99
Mark                                               Taylor                                            ,Marillion,0.99
Ellie                                              Sullivan                                          ,Green Day,0.99
Edward                                             Francis                                           ,JET,0.99
Roberto                                            Almeida                                           ,Chico Science & Nação Zumbi,0.99
Niklas                                             Schröder                                          ,The Police,0.99
Julia                                              Barnett                                           ,Cake,0.99
Michelle                                           Brooks                                            ,Ozzy Osbourne,0.99
Isabelle                                           Mercier                                           ,Iron Maiden,0.99
Lucas                                              Mancini                                           ,Eric Clapton,0.99
Roberto                                            Almeida                                           ,Judas Priest,0.99
Kara                                               Nielsen                                           ,Alanis Morissette,0.99
Joakim                                             Johansson                                         ,Nicolaus Esterhazy Sinfonia,0.99
Madalena                                           Sampaio                                           ,Ozzy Osbourne,0.99
Terhi                                              Hämäläinen                                        ,Accept,0.99
Puja                                               Srivastava                                        ,U2,0.99
Hugh                                               O'Reilly                                          ,Aerosmith,0.99
Ellie                                              Sullivan                                          ,Caetano Veloso,0.99
Helena                                             Holý                                              ,Metallica,0.99
Terhi                                              Hämäläinen                                        ,Zeca Pagodinho,0.99
Mark                                               Taylor                                            ,Lenny Kravitz,0.99
Helena                                             Holý                                              ,Skank,0.99
R                                                  Madhav                                            ,Amy Winehouse,0.99
Dan                                                Miller                                            ,Os Mutantes,0.99
Michelle                                           Brooks                                            ,Eric Clapton,0.99
Joakim                                             Johansson                                         ,Led Zeppelin,0.99
Hugh                                               O'Reilly                                          ,AC/DC,0.99
Tim                                                Goyer                                             ,Jimi Hendrix,0.99
Madalena                                           Sampaio                                           ,Gustav Mahler,0.99
Marc                                               Dubois                                            ,Def Leppard,0.99
Frank                                              Ralston                                           ,Scorpions,0.99
Marc                                               Dubois                                            ,Marisa Monte,0.99
Wyatt                                              Girard                                            ,UB40,0.99
Aaron                                              Mitchell                                          ,Eric Clapton,0.99
Hugh                                               O'Reilly                                          ,Santana,0.99
Madalena                                           Sampaio                                           ,Led Zeppelin,0.99
Patrick                                            Gray                                              ,Cake,0.99
Leonie                                             Köhler                                            ,Frank Sinatra,0.99
Patrick                                            Gray                                              ,Led Zeppelin,0.99
Fernanda                                           Ramos                                             ,Metallica,0.99
Camille                                            Bernard                                           ,Apocalyptica,0.99
Isabelle                                           Mercier                                           ,Audioslave,0.99
Kara                                               Nielsen                                           ,Iron Maiden,0.99
John                                               Gordon                                            ,Cake,0.99
Helena                                             Holý                                              ,Os Mutantes,0.99
Isabelle                                           Mercier                                           ,Queen,0.99
Robert                                             Brown                                             ,Green Day,0.99
Aaron                                              Mitchell                                          ,Alanis Morissette,0.99
Frank                                              Ralston                                           ,Metallica,0.99
Mark                                               Philips                                           ,Motörhead,0.99
Fernanda                                           Ramos                                             ,Judas Priest,0.99
Hugh                                               O'Reilly                                          ,The Clash,0.99
Niklas                                             Schröder                                          ,Kiss,0.99
Madalena                                           Sampaio                                           ,Van Halen,0.99
Isabelle                                           Mercier                                           ,Red Hot Chili Peppers,0.99
Helena                                             Holý                                              ,Miles Davis,0.99
Ladislav                                           Kovács                                            ,Deep Purple,0.99
Leonie                                             Köhler                                            ,Soundgarden,0.99
Frank                                              Ralston                                           ,James Brown,0.99
Enrique                                            Muñoz                                             ,Nirvana,0.99
Manoj                                              Pareek                                            ,The Who,0.99
Tim                                                Goyer                                             ,Red Hot Chili Peppers,0.99
Patrick                                            Gray                                              ,Amy Winehouse,0.99
Patrick                                            Gray                                              ,Faith No More,0.99
Wyatt                                              Girard                                            ,Gilberto Gil,0.99
Kara                                               Nielsen                                           ,Foo Fighters,0.99
R                                                  Madhav                                            ,Black Sabbath,0.99
Marc                                               Dubois                                            ,Antônio Carlos Jobim,0.99
Enrique                                            Muñoz                                             ,The Doors,0.99
Kara                                               Nielsen                                           ,Scorpions,0.99
Frank                                              Harris                                            ,Raimundos,0.99
Helena                                             Holý                                              ,Gonzaguinha,0.99
Julia                                              Barnett                                           ,Maurizio Pollini,0.99
Ellie                                              Sullivan                                          ,UB40,0.99
Hannah                                             Schneider                                         ,Pink Floyd,0.99
Dominique                                          Lefebvre                                          ,Guns N' Roses,0.99
Ellie                                              Sullivan                                          ,Skank,0.99
Enrique                                            Muñoz                                             ,Pearl Jam,0.99
Enrique                                            Muñoz                                             ,JET,0.99
Hugh                                               O'Reilly                                          ,U2,0.99
Enrique                                            Muñoz                                             ,The Posies,0.99
Ladislav                                           Kovács                                            ,Jamiroquai,0.99
Terhi                                              Hämäläinen                                        ,Creedence Clearwater Revival,0.99
Astrid                                             Gruber                                            ,Creedence Clearwater Revival,0.99
Heather                                            Leacock                                           ,The Clash,0.99
François                                           Tremblay                                          ,Spyro Gyra,0.99
Daan                                               Peeters                                           ,Eric Clapton,0.99
Eduardo                                            Martins                                           ,Eric Clapton,0.99
Johannes                                           Van der Berg                                      ,Aerosmith,0.99
Terhi                                              Hämäläinen                                        ,Mötley Crüe,0.99
Julia                                              Barnett                                           ,Velvet Revolver,0.99
Helena                                             Holý                                              ,Marisa Monte,0.99
Fernanda                                           Ramos                                             ,Incognito,0.99
Victor                                             Stevens                                           ,Alanis Morissette,0.99
Lucas                                              Mancini                                           ,Godsmack,0.99
Steve                                              Murray                                            ,The Doors,0.99
Emma                                               Jones                                             ,U2,0.99
Isabelle                                           Mercier                                           ,Pink Floyd,0.99
Fernanda                                           Ramos                                             ,The 12 Cellists of The Berlin Philharmonic,0.99
Hugh                                               O'Reilly                                          ,Mötley Crüe,0.99
Astrid                                             Gruber                                            ,The Police,0.99
Frank                                              Ralston                                           ,Led Zeppelin,0.99
Aaron                                              Mitchell                                          ,House Of Pain,0.99
Hannah                                             Schneider                                         ,Rush,0.99
John                                               Gordon                                            ,UB40,0.99
Astrid                                             Gruber                                            ,Raimundos,0.99
Edward                                             Francis                                           ,Audioslave,0.99
Dominique                                          Lefebvre                                          ,Led Zeppelin,0.99
Jack                                               Smith                                             ,Santana,0.99
Kara                                               Nielsen                                           ,Marillion,0.99
Michelle                                           Brooks                                            ,Lenny Kravitz,0.99
Aaron                                              Mitchell                                          ,The Who,0.99
R                                                  Madhav                                            ,Luciano Pavarotti,0.99
Edward                                             Francis                                           ,Miles Davis,0.99
R                                                  Madhav                                            ,Cake,0.99
Mark                                               Taylor                                            ,Faith No More,0.99
Michelle                                           Brooks                                            ,Iron Maiden,0.99
Isabelle                                           Mercier                                           ,Emerson String Quartet,0.99
Madalena                                           Sampaio                                           ,Lenny Kravitz,0.99
Terhi                                              Hämäläinen                                        ,Lulu Santos,0.99
Lucas                                              Mancini                                           ,Green Day,0.99
Hugh                                               O'Reilly                                          ,Raimundos,0.99
Puja                                               Srivastava                                        ,Santana,0.99
Hugh                                               O'Reilly                                          ,Battlestar Galactica,0.99
Jennifer                                           Peterson                                          ,Iron Maiden,0.99
Manoj                                              Pareek                                            ,Judas Priest,0.99
Wyatt                                              Girard                                            ,Lenny Kravitz,0.99
Hannah                                             Schneider                                         ,The Posies,0.99
Camille                                            Bernard                                           ,Aerosmith,0.99
Lucas                                              Mancini                                           ,The Clash,0.99
João                                               Fernandes                                         ,Audioslave,0.99
Madalena                                           Sampaio                                           ,Jota Quest,0.99
Jennifer                                           Peterson                                          ,Tim Maia,0.99
Daan                                               Peeters                                           ,Apocalyptica,0.99
Aaron                                              Mitchell                                          ,Miles Davis,0.99
Eduardo                                            Martins                                           ,AC/DC,0.99
Jack                                               Smith                                             ,Lenny Kravitz,0.99
Patrick                                            Gray                                              ,Ozzy Osbourne,0.99
Joakim                                             Johansson                                         ,Faith No More,0.99
Roberto                                            Almeida                                           ,Van Halen,0.99
Madalena                                           Sampaio                                           ,Green Day,0.99
Terhi                                              Hämäläinen                                        ,Godsmack,0.99
Michelle                                           Brooks                                            ,The King's Singers,0.99
Helena                                             Holý                                              ,The Clash,0.99
Michelle                                           Brooks                                            ,Yo-Yo Ma,0.99
Stanisław                                          Wójcik                                            ,Green Day,0.99
Puja                                               Srivastava                                        ,Queen,0.99
Luis                                               Rojas                                             ,Bruce Dickinson,0.99
Luis                                               Rojas                                             ,The Clash,0.99
Enrique                                            Muñoz                                             ,Zeca Pagodinho,0.99
Isabelle                                           Mercier                                           ,Lenny Kravitz,0.99
Julia                                              Barnett                                           ,Deep Purple,0.99
Mark                                               Philips                                           ,Judas Priest,0.99
Camille                                            Bernard                                           ,Men At Work,0.99
Mark                                               Philips                                           ,Velvet Revolver,0.99
Wyatt                                              Girard                                            ,System Of A Down,0.99
Luis                                               Rojas                                             ,U2,0.99
Martha                                             Silk                                              ,Chris Cornell,0.99
Hannah                                             Schneider                                         ,The Rolling Stones,0.99
Alexandre                                          Rocha                                             ,UB40,0.99
João                                               Fernandes                                         ,Cake,0.99
Helena                                             Holý                                              ,Antônio Carlos Jobim,0.99
Frank                                              Harris                                            ,System Of A Down,0.99
Frank                                              Harris                                            ,Motörhead,0.99
Mark                                               Taylor                                            ,Nirvana,0.99
Jennifer                                           Peterson                                          ,Black Label Society,0.99
Diego                                              Gutiérrez                                         ,Frank Sinatra,0.99
Stanisław                                          Wójcik                                            ,Velvet Revolver,0.99
Fernanda                                           Ramos                                             ,Eric Clapton,0.99
Diego                                              Gutiérrez                                         ,Cake,0.99
Mark                                               Taylor                                            ,James Brown,0.99
Diego                                              Gutiérrez                                         ,R.E.M.,0.99
Eduardo                                            Martins                                           ,Amy Winehouse,0.99
Dan                                                Miller                                            ,Led Zeppelin,0.99
Jennifer                                           Peterson                                          ,The Doors,0.99
Bjørn                                              Hansen                                            ,Red Hot Chili Peppers,0.99
Hugh                                               O'Reilly                                          ,Green Day,0.99
John                                               Gordon                                            ,Marvin Gaye,0.99
Marc                                               Dubois                                            ,U2,0.99
François                                           Tremblay                                          ,Alanis Morissette,0.99
Johannes                                           Van der Berg                                      ,Led Zeppelin,0.99
Alexandre                                          Rocha                                             ,Motörhead,0.99
Isabelle                                           Mercier                                           ,Guns N' Roses,0.99
John                                               Gordon                                            ,Spyro Gyra,0.99
Leonie                                             Köhler                                            ,R.E.M.,0.99
Niklas                                             Schröder                                          ,Motörhead,0.99
Tim                                                Goyer                                             ,Stone Temple Pilots,0.99
Johannes                                           Van der Berg                                      ,Spyro Gyra,0.99
Dominique                                          Lefebvre                                          ,Ozzy Osbourne,0.99
Ellie                                              Sullivan                                          ,Miles Davis,0.99
Mark                                               Taylor                                            ,U2,0.99
Puja                                               Srivastava                                        ,System Of A Down,0.99
Ellie                                              Sullivan                                          ,Stone Temple Pilots,0.99
Luís                                               Gonçalves                                         ,Calexico,0.99
Isabelle                                           Mercier                                           ,Pearl Jam,0.99
Michelle                                           Brooks                                            ,Caetano Veloso,0.99
Manoj                                              Pareek                                            ,Page & Plant,0.99
Ellie                                              Sullivan                                          ,Audioslave,0.99
Tim                                                Goyer                                             ,Santana,0.99
Lucas                                              Mancini                                           ,Santana,0.99
Johannes                                           Van der Berg                                      ,Alanis Morissette,0.99
Mark                                               Taylor                                            ,Queen,0.99
Frank                                              Harris                                            ,Guns N' Roses,0.99
Patrick                                            Gray                                              ,Eric Clapton,0.99
Madalena                                           Sampaio                                           ,Chris Cornell,0.99
Emma                                               Jones                                             ,Black Sabbath,0.99
Daan                                               Peeters                                           ,Luciana Souza/Romero Lubambo,0.99
Helena                                             Holý                                              ,Calexico,0.99
Eduardo                                            Martins                                           ,The Rolling Stones,0.99
Frank                                              Ralston                                           ,Marvin Gaye,0.99
Steve                                              Murray                                            ,Christopher O'Riley,0.99
Richard                                            Cunningham                                        ,Lulu Santos,0.99
Fernanda                                           Ramos                                             ,Nirvana,0.99
Phil                                               Hughes                                            ,Billy Cobham,0.99
Wyatt                                              Girard                                            ,Marvin Gaye,0.99
Terhi                                              Hämäläinen                                        ,Deep Purple,0.99
Phil                                               Hughes                                            ,Kiss,0.99
Helena                                             Holý                                              ,JET,0.99
Niklas                                             Schröder                                          ,Green Day,0.99
Alexandre                                          Rocha                                             ,Iron Maiden,0.99
Mark                                               Taylor                                            ,The Rolling Stones,0.99
Kara                                               Nielsen                                           ,UB40,0.99
Mark                                               Philips                                           ,Led Zeppelin,0.99
Fynn                                               Zimmermann                                        ,Pink Floyd,0.99
Mark                                               Taylor                                            ,Ed Motta,0.99
Richard                                            Cunningham                                        ,Funk Como Le Gusta,0.99
Heather                                            Leacock                                           ,Jamiroquai,0.99
Wyatt                                              Girard                                            ,Pink Floyd,0.99
Johannes                                           Van der Berg                                      ,Cake,0.99
R                                                  Madhav                                            ,Pink Floyd,0.99
Roberto                                            Almeida                                           ,Faith No More,0.99
Johannes                                           Van der Berg                                      ,Scholars Baroque Ensemble,0.99
Phil                                               Hughes                                            ,Legião Urbana,0.99
Richard                                            Cunningham                                        ,Aerosmith,0.99
John                                               Gordon                                            ,Ed Motta,0.99
Manoj                                              Pareek                                            ,Marisa Monte,0.99
Johannes                                           Van der Berg                                      ,Guns N' Roses,0.99
Frank                                              Harris                                            ,Pearl Jam,0.99
Michelle                                           Brooks                                            ,Godsmack,0.99
Frank                                              Harris                                            ,Mötley Crüe,0.99
R                                                  Madhav                                            ,Van Halen,0.99
Ellie                                              Sullivan                                          ,Motörhead,0.99
R                                                  Madhav                                            ,Chico Buarque,0.99
Hannah                                             Schneider                                         ,Frank Sinatra,0.99
Dan                                                Miller                                            ,The Doors,0.99
Enrique                                            Muñoz                                             ,Pink Floyd,0.99
Leonie                                             Köhler                                            ,Metallica,0.99
Bjørn                                              Hansen                                            ,Pearl Jam,0.99
Heather                                            Leacock                                           ,Foo Fighters,0.99
R                                                  Madhav                                            ,Black Label Society,0.99
Wyatt                                              Girard                                            ,The Rolling Stones,0.99
Manoj                                              Pareek                                            ,Deep Purple,0.99
Daan                                               Peeters                                           ,Nirvana,0.99
Camille                                            Bernard                                           ,Amy Winehouse,0.99
Isabelle                                           Mercier                                           ,Chico Buarque,0.99
Jack                                               Smith                                             ,Judas Priest,0.99
Astrid                                             Gruber                                            ,Temple of the Dog,0.99
Luis                                               Rojas                                             ,Foo Fighters,0.99
Jennifer                                           Peterson                                          ,AC/DC,0.99
Niklas                                             Schröder                                          ,James Brown,0.99
Johannes                                           Van der Berg                                      ,Kiss,0.99
Tim                                                Goyer                                             ,Frank Sinatra,0.99
Roberto                                            Almeida                                           ,Skank,0.99
Wyatt                                              Girard                                            ,Jamiroquai,0.99
Manoj                                              Pareek                                            ,House Of Pain,0.99
Jennifer                                           Peterson                                          ,Godsmack,0.99
Kathy                                              Chase                                             ,U2,0.99
Lucas                                              Mancini                                           ,Amy Winehouse,0.99
